Id,Dataset,Filepath,Filename,Ext,Speaker,Text,Gender,Age,Emotion
6093,MELD,./dataset/meld\train\dia1000_utt2.mp4,dia1000_utt2.mp4,.mp4,Meld_Chandler,"Actually, I think this apartment sullies the good name of crap",Male,29,Anger
6094,MELD,./dataset/meld\train\dia1000_utt3.mp4,dia1000_utt3.mp4,.mp4,Meld_Joey,Check this out. Can I have this?,Male,32,Neutral
6095,MELD,./dataset/meld\train\dia1001_utt0.mp4,dia1001_utt0.mp4,.mp4,Meld_Rachel,What?,Female,30,Neutral
6096,MELD,./dataset/meld\train\dia1001_utt1.mp4,dia1001_utt1.mp4,.mp4,Meld_Monica,"I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti.",Female,35,Neutral
6097,MELD,./dataset/meld\train\dia1001_utt10.mp4,dia1001_utt10.mp4,.mp4,Meld_Rachel,Yeah!,Female,30,Happy
6098,MELD,./dataset/meld\train\dia1001_utt11.mp4,dia1001_utt11.mp4,.mp4,Meld_Joey,How much do you think I can get for my kidney?,Male,32,Neutral
6099,MELD,./dataset/meld\train\dia1001_utt2.mp4,dia1001_utt2.mp4,.mp4,Meld_Monica,"All of a sudden, Leon, the manager, calls me into his office.",Female,35,Neutral
6100,MELD,./dataset/meld\train\dia1001_utt3.mp4,dia1001_utt3.mp4,.mp4,Meld_Monica,"It turns out they fired the head lunch chef, and guess who got the job.",Female,35,Happy
6101,MELD,./dataset/meld\train\dia1001_utt4.mp4,dia1001_utt4.mp4,.mp4,Meld_Joey,"If it's not you, this is a horrible story.",Male,32,Sad
6102,MELD,./dataset/meld\train\dia1001_utt5.mp4,dia1001_utt5.mp4,.mp4,Meld_Monica,"Fortunately, it is me.",Female,35,Happy
6103,MELD,./dataset/meld\train\dia1001_utt6.mp4,dia1001_utt6.mp4,.mp4,Meld_Monica,"And, they made me head of purchasing, thank you very much.",Female,35,Happy
6104,MELD,./dataset/meld\train\dia1001_utt7.mp4,dia1001_utt7.mp4,.mp4,Meld_Monica,"Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate.",Female,35,Happy
6105,MELD,./dataset/meld\train\dia1001_utt8.mp4,dia1001_utt8.mp4,.mp4,Meld_Monica,"Y'know, someplace nice.",Female,35,Neutral
6106,MELD,./dataset/meld\train\dia1001_utt9.mp4,dia1001_utt9.mp4,.mp4,Meld_Joey,"Yeah, someplace nice.",Male,32,Neutral
6107,MELD,./dataset/meld\train\dia1002_utt0.mp4,dia1002_utt0.mp4,.mp4,Meld_Chandler,"So, what do you think?",Male,29,Neutral
6108,MELD,./dataset/meld\train\dia1002_utt1.mp4,dia1002_utt1.mp4,.mp4,Meld_Ross,I think It's the most beautiful table I've ever seen.,Male,32,Happy
6109,MELD,./dataset/meld\train\dia1002_utt2.mp4,dia1002_utt2.mp4,.mp4,Meld_Chandler,I know!,Male,29,Happy
6110,MELD,./dataset/meld\train\dia1002_utt3.mp4,dia1002_utt3.mp4,.mp4,Meld_Monica,"So how does this work, you going to balance the plates on these little guys' heads?",Female,35,Neutral
6111,MELD,./dataset/meld\train\dia1002_utt4.mp4,dia1002_utt4.mp4,.mp4,Meld_Joey,"Who cares, we'll eat at the sink! Come on, let's play!",Male,32,Happy
6112,MELD,./dataset/meld\train\dia1002_utt5.mp4,dia1002_utt5.mp4,.mp4,Meld_Monica,Heads up Ross!  Score!  You suck!,Female,35,Happy
6113,MELD,./dataset/meld\train\dia1003_utt0.mp4,dia1003_utt0.mp4,.mp4,Meld_Monica,Thank you. Just make yourself comfortable.,Female,35,Neutral
6114,MELD,./dataset/meld\train\dia1003_utt1.mp4,dia1003_utt1.mp4,.mp4,Meld_Joey,Gotcha.,Male,32,Neutral
6115,MELD,./dataset/meld\train\dia1003_utt2.mp4,dia1003_utt2.mp4,.mp4,Meld_Monica,This place is really my Grandmothers.,Female,35,Neutral
6116,MELD,./dataset/meld\train\dia1003_utt3.mp4,dia1003_utt3.mp4,.mp4,Meld_Monica,"I got it from her when she moved to Florida, otherwise I could never afford a place like this.",Female,35,Neutral
6117,MELD,./dataset/meld\train\dia1003_utt4.mp4,dia1003_utt4.mp4,.mp4,Meld_Monica,"So if the landlord ever asks, Im 87 year old woman, whos afraid of her VCR.",Female,35,Neutral
6118,MELD,./dataset/meld\train\dia1003_utt5.mp4,dia1003_utt5.mp4,.mp4,Meld_Monica,So are you thirsty?,Female,35,Neutral
6119,MELD,./dataset/meld\train\dia1003_utt6.mp4,dia1003_utt6.mp4,.mp4,Meld_Joey,"Oh, you bet I am!",Male,32,Happy
6120,MELD,./dataset/meld\train\dia1003_utt7.mp4,dia1003_utt7.mp4,.mp4,Meld_Monica,"Okay, heres your penis!",Female,35,Surprise
6121,MELD,./dataset/meld\train\dia1004_utt0.mp4,dia1004_utt0.mp4,.mp4,Meld_Ross,"Ohh, okay.",Male,32,Neutral
6122,MELD,./dataset/meld\train\dia1004_utt1.mp4,dia1004_utt1.mp4,.mp4,Meld_Rachel,"Oh my God, what a great surprise! This is such a beautiful house.",Female,30,Happy
6123,MELD,./dataset/meld\train\dia1004_utt2.mp4,dia1004_utt2.mp4,.mp4,Meld_Paul,"Thank you, its my moms. So this is the kitchen.",,,Neutral
6124,MELD,./dataset/meld\train\dia1005_utt0.mp4,dia1005_utt0.mp4,.mp4,Meld_Larry,"Hey, ready for dinner?",,,Neutral
6125,MELD,./dataset/meld\train\dia1005_utt1.mp4,dia1005_utt1.mp4,.mp4,Meld_Phoebe,"Ooh, absolutely!",Female,36,Happy
6126,MELD,./dataset/meld\train\dia1005_utt10.mp4,dia1005_utt10.mp4,.mp4,Meld_Phoebe,"Okay, let's go!",Female,36,Happy
6127,MELD,./dataset/meld\train\dia1005_utt11.mp4,dia1005_utt11.mp4,.mp4,Meld_Larry,"Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the",,,Anger
6128,MELD,./dataset/meld\train\dia1005_utt12.mp4,dia1005_utt12.mp4,.mp4,Meld_Gunther,But then I'd have to go all the way around the dry cleaner place.,,,Neutral
6129,MELD,./dataset/meld\train\dia1005_utt13.mp4,dia1005_utt13.mp4,.mp4,Meld_Larry,"Oh, so you're saying you'd choose convenience over health?!",,,Disgust
6130,MELD,./dataset/meld\train\dia1005_utt14.mp4,dia1005_utt14.mp4,.mp4,Meld_Phoebe,"Okay, stop!",Female,36,Anger
6131,MELD,./dataset/meld\train\dia1005_utt15.mp4,dia1005_utt15.mp4,.mp4,Meld_Phoebe,"Larry, okay, can't you just be Larry and not Larry the health inspector guy?",Female,36,Neutral
6132,MELD,./dataset/meld\train\dia1005_utt16.mp4,dia1005_utt16.mp4,.mp4,Meld_Phoebe,"Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?",Female,36,Anger
6133,MELD,./dataset/meld\train\dia1005_utt17.mp4,dia1005_utt17.mp4,.mp4,Meld_Larry,"Well, I suppose I could give him a warning.",,,Neutral
6134,MELD,./dataset/meld\train\dia1005_utt18.mp4,dia1005_utt18.mp4,.mp4,Meld_Phoebe,Thank you.,Female,36,Happy
6135,MELD,./dataset/meld\train\dia1005_utt19.mp4,dia1005_utt19.mp4,.mp4,Meld_Phoebe,Go!,Female,36,Neutral
6136,MELD,./dataset/meld\train\dia1005_utt2.mp4,dia1005_utt2.mp4,.mp4,Meld_Larry,Great! How about you wanted to go the Italian place down on Bleaker Street right?,,,Happy
6137,MELD,./dataset/meld\train\dia1005_utt20.mp4,dia1005_utt20.mp4,.mp4,Meld_Phoebe,Go!,Female,36,Anger
6138,MELD,./dataset/meld\train\dia1005_utt21.mp4,dia1005_utt21.mp4,.mp4,Meld_Phoebe,"Now, if after dinner you still really need to bust someone, I know a hot dog vendor who picks his nose.",Female,36,Disgust
6139,MELD,./dataset/meld\train\dia1005_utt3.mp4,dia1005_utt3.mp4,.mp4,Meld_Phoebe,"Ooh, I love that place!  So, no.",Female,36,Neutral
6140,MELD,./dataset/meld\train\dia1005_utt4.mp4,dia1005_utt4.mp4,.mp4,Meld_Larry,How about Mama Lisettie's?,,,Neutral
6141,MELD,./dataset/meld\train\dia1005_utt5.mp4,dia1005_utt5.mp4,.mp4,Meld_Phoebe,Enh. Sure!,Female,36,Neutral
6142,MELD,./dataset/meld\train\dia1005_utt6.mp4,dia1005_utt6.mp4,.mp4,Meld_Larry,I wonder how long that milk  has been setting out.,,,Disgust
6143,MELD,./dataset/meld\train\dia1005_utt7.mp4,dia1005_utt7.mp4,.mp4,Meld_Phoebe,"Oh, no-no, this place is totally healthy!",Female,36,Neutral
6144,MELD,./dataset/meld\train\dia1005_utt8.mp4,dia1005_utt8.mp4,.mp4,Meld_Phoebe,Thatthis milk is mine.,Female,36,Neutral
6145,MELD,./dataset/meld\train\dia1005_utt9.mp4,dia1005_utt9.mp4,.mp4,Meld_Phoebe,"I bought this today, 'cause I was thirsty for milk, y'know.",Female,36,Neutral
6146,MELD,./dataset/meld\train\dia1006_utt0.mp4,dia1006_utt0.mp4,.mp4,Meld_Rachel,"No! No! Phoebe, come on! I dont want to switch! Please come on! I can throw wet paper towels here!",Female,30,Sad
6147,MELD,./dataset/meld\train\dia1006_utt1.mp4,dia1006_utt1.mp4,.mp4,Meld_Phoebe,No but at Monicas you can eat cookies over the sink!,Female,36,Happy
6148,MELD,./dataset/meld\train\dia1006_utt2.mp4,dia1006_utt2.mp4,.mp4,Meld_Rachel,I know. Im sorry.,Female,30,Sad
6149,MELD,./dataset/meld\train\dia1006_utt3.mp4,dia1006_utt3.mp4,.mp4,Meld_Phoebe,All right fine! This looks like so much fun.,Female,36,Neutral
6150,MELD,./dataset/meld\train\dia1006_utt4.mp4,dia1006_utt4.mp4,.mp4,Meld_Joey,Yeah.,Male,32,Neutral
6151,MELD,./dataset/meld\train\dia1006_utt5.mp4,dia1006_utt5.mp4,.mp4,Meld_Phoebe,"God, what a mess.",Female,36,Neutral
6152,MELD,./dataset/meld\train\dia1007_utt0.mp4,dia1007_utt0.mp4,.mp4,Meld_Chandler,"Tell us what happened, Brown Bird Ross.",Male,29,Neutral
6153,MELD,./dataset/meld\train\dia1007_utt1.mp4,dia1007_utt1.mp4,.mp4,Meld_Ross,"Well, I lost.",Male,32,Sad
6154,MELD,./dataset/meld\train\dia1007_utt10.mp4,dia1007_utt10.mp4,.mp4,Meld_Rachel,I cant!,Female,30,Anger
6155,MELD,./dataset/meld\train\dia1007_utt11.mp4,dia1007_utt11.mp4,.mp4,Meld_Rachel,Its too late!,Female,30,Anger
6156,MELD,./dataset/meld\train\dia1007_utt12.mp4,dia1007_utt12.mp4,.mp4,Meld_Rachel,Terry already hired that girl over there.,Female,30,Sad
6157,MELD,./dataset/meld\train\dia1007_utt13.mp4,dia1007_utt13.mp4,.mp4,Meld_Rachel,"Look at her, shes even got waitress experience.",Female,30,Sad
6158,MELD,./dataset/meld\train\dia1007_utt14.mp4,dia1007_utt14.mp4,.mp4,Meld_Rachel,Last night she was teaching everybody how to make napkin....  swans.,Female,30,Sad
6159,MELD,./dataset/meld\train\dia1007_utt15.mp4,dia1007_utt15.mp4,.mp4,Meld_Ross,That word was swans.,Male,32,Neutral
6160,MELD,./dataset/meld\train\dia1007_utt2.mp4,dia1007_utt2.mp4,.mp4,Meld_Ross,"Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S.",Male,32,Sad
6161,MELD,./dataset/meld\train\dia1007_utt3.mp4,dia1007_utt3.mp4,.mp4,Meld_Ross,"Nimitz, and sold over 2,000 boxes.",Male,32,Anger
6162,MELD,./dataset/meld\train\dia1007_utt4.mp4,dia1007_utt4.mp4,.mp4,Meld_Chandler,Hey! Howd the interview go?,Male,29,Happy
6163,MELD,./dataset/meld\train\dia1007_utt5.mp4,dia1007_utt5.mp4,.mp4,Meld_Rachel,"Oh, I blew it. I wouldnt of even hired me.",Female,30,Sad
6164,MELD,./dataset/meld\train\dia1007_utt6.mp4,dia1007_utt6.mp4,.mp4,Meld_Ross,"Oh, come here sweetie, listen, youre gonna go on like a thousand interviews before you get a job.",Male,32,Sad
6165,MELD,./dataset/meld\train\dia1007_utt7.mp4,dia1007_utt7.mp4,.mp4,Meld_Ross,Thats not how that was supposed to come out.,Male,32,Sad
6166,MELD,./dataset/meld\train\dia1007_utt8.mp4,dia1007_utt8.mp4,.mp4,Meld_Phoebe,This is the worst Christmas ever.,Female,36,Sad
6167,MELD,./dataset/meld\train\dia1007_utt9.mp4,dia1007_utt9.mp4,.mp4,Meld_Chandler,"Y'know what Rach, maybe you should just, y'know stay here at the coffee house.",Male,29,Neutral
6168,MELD,./dataset/meld\train\dia1008_utt0.mp4,dia1008_utt0.mp4,.mp4,Meld_Fireman No. 1,What do we got there?,,,Surprise
6169,MELD,./dataset/meld\train\dia1008_utt1.mp4,dia1008_utt1.mp4,.mp4,Meld_Fireman No. 2,"A piece of something: boxer shorts, greeting cards, and what looks like a half-charred pictureWow, that guy's hairier than the Chief!",,,Surprise
6170,MELD,./dataset/meld\train\dia1008_utt2.mp4,dia1008_utt2.mp4,.mp4,Meld_Monica,"You know, it's a really funny story how this happened.",Female,35,Happy
6171,MELD,./dataset/meld\train\dia1008_utt3.mp4,dia1008_utt3.mp4,.mp4,Meld_Fireman No. 3,It's all right.,,,Neutral
6172,MELD,./dataset/meld\train\dia1008_utt4.mp4,dia1008_utt4.mp4,.mp4,Meld_Fireman No. 3,It's all right.,,,Neutral
6173,MELD,./dataset/meld\train\dia1008_utt5.mp4,dia1008_utt5.mp4,.mp4,Meld_Fireman No. 3,You don't have to explain.,,,Neutral
6174,MELD,./dataset/meld\train\dia1008_utt6.mp4,dia1008_utt6.mp4,.mp4,Meld_Fireman No. 3,This isn't the first boyfriend bonfire that we've seen get out of control.,,,Neutral
6175,MELD,./dataset/meld\train\dia1008_utt7.mp4,dia1008_utt7.mp4,.mp4,Meld_Fireman No. 1,You're our third call tonight.,,,Neutral
6176,MELD,./dataset/meld\train\dia1008_utt8.mp4,dia1008_utt8.mp4,.mp4,Meld_Rachel,Really?,Female,30,Surprise
6177,MELD,./dataset/meld\train\dia1008_utt9.mp4,dia1008_utt9.mp4,.mp4,Meld_Fireman No. 2,"Oh, sure, Valentine's is our busiest night of the year.",,,Neutral
6178,MELD,./dataset/meld\train\dia1009_utt0.mp4,dia1009_utt0.mp4,.mp4,Meld_Rachel,"I'm so sorry, you guys. I didn't mean to bring you down.",Female,30,Sad
6179,MELD,./dataset/meld\train\dia1009_utt1.mp4,dia1009_utt1.mp4,.mp4,Meld_Monica,"No, you were right. I don't have a plan.",Female,35,Neutral
6180,MELD,./dataset/meld\train\dia1009_utt10.mp4,dia1009_utt10.mp4,.mp4,Meld_Monica,Was he wearing a stunning blue suit?,Female,35,Happy
6181,MELD,./dataset/meld\train\dia1009_utt11.mp4,dia1009_utt11.mp4,.mp4,Meld_Phoebe,And-and a power tie?,Female,36,Happy
6182,MELD,./dataset/meld\train\dia1009_utt12.mp4,dia1009_utt12.mp4,.mp4,Meld_Monica,Oh God.,Female,35,Surprise
6183,MELD,./dataset/meld\train\dia1009_utt13.mp4,dia1009_utt13.mp4,.mp4,Meld_Monica,Are you nuts?! We've got George Stephanopoulos' pizza!,Female,35,Surprise
6184,MELD,./dataset/meld\train\dia1009_utt14.mp4,dia1009_utt14.mp4,.mp4,Meld_Rachel,"Uh, Pheebs? Who's George Snuffalopagus?",Female,30,Neutral
6185,MELD,./dataset/meld\train\dia1009_utt15.mp4,dia1009_utt15.mp4,.mp4,Meld_Phoebe,Big Bird's friend.,Female,36,Neutral
6186,MELD,./dataset/meld\train\dia1009_utt16.mp4,dia1009_utt16.mp4,.mp4,Meld_Monica,I see pizza!,Female,35,Happy
6187,MELD,./dataset/meld\train\dia1009_utt17.mp4,dia1009_utt17.mp4,.mp4,Meld_Phoebe,"Oh, I wanna see! Lemme see! Lemme see!",Female,36,Happy
6188,MELD,./dataset/meld\train\dia1009_utt18.mp4,dia1009_utt18.mp4,.mp4,Meld_Rachel,Hello? Who are we spying on?,Female,30,Sad
6189,MELD,./dataset/meld\train\dia1009_utt2.mp4,dia1009_utt2.mp4,.mp4,Meld_Rachel,Thank God. Food.,Female,30,Happy
6190,MELD,./dataset/meld\train\dia1009_utt3.mp4,dia1009_utt3.mp4,.mp4,Meld_Monica,Phoebe?,Female,35,Neutral
6191,MELD,./dataset/meld\train\dia1009_utt4.mp4,dia1009_utt4.mp4,.mp4,Meld_Phoebe,What?,Female,36,Neutral
6192,MELD,./dataset/meld\train\dia1009_utt5.mp4,dia1009_utt5.mp4,.mp4,Meld_Monica,Do you have a plan?,Female,35,Neutral
6193,MELD,./dataset/meld\train\dia1009_utt6.mp4,dia1009_utt6.mp4,.mp4,Meld_Phoebe,I don't even have a 'pl'.,Female,36,Happy
6194,MELD,./dataset/meld\train\dia1009_utt7.mp4,dia1009_utt7.mp4,.mp4,Meld_Rachel,"No, no, that's not what we ordered... We ordered a fat-free crust with extra cheese.",Female,30,Sad
6195,MELD,./dataset/meld\train\dia1009_utt8.mp4,dia1009_utt8.mp4,.mp4,Meld_Monica,Wait! Did you say 'G.Stephanopoulos?',Female,35,Surprise
6196,MELD,./dataset/meld\train\dia1009_utt9.mp4,dia1009_utt9.mp4,.mp4,Meld_Monica,"Wait, was this a-a small mediterranean guy with curiously intelligent good looks?",Female,35,Surprise
6197,MELD,./dataset/meld\train\dia100_utt0.mp4,dia100_utt0.mp4,.mp4,Meld_Ross,"Th-th-that's all it is, a third nipple.",Male,32,Neutral
6198,MELD,./dataset/meld\train\dia100_utt1.mp4,dia100_utt1.mp4,.mp4,Meld_Ross,Just your run-of-the-mill third nipple.,Male,32,Neutral
6199,MELD,./dataset/meld\train\dia100_utt2.mp4,dia100_utt2.mp4,.mp4,Meld_Ross,You can take it off.,Male,32,Neutral
6200,MELD,./dataset/meld\train\dia100_utt3.mp4,dia100_utt3.mp4,.mp4,Meld_Ross,Just slice that baby right off!,Male,32,Fear
6201,MELD,./dataset/meld\train\dia100_utt4.mp4,dia100_utt4.mp4,.mp4,Meld_Dr. Rhodes,"Take your shirt off, and let's see what we're dealing with here.  What are you doing?",,,Neutral
6202,MELD,./dataset/meld\train\dia100_utt5.mp4,dia100_utt5.mp4,.mp4,Meld_Ross,Just showing you my run-of-the-mill-slice-it-right-off third nipple.,Male,32,Neutral
6203,MELD,./dataset/meld\train\dia100_utt6.mp4,dia100_utt6.mp4,.mp4,Meld_Dr. Rhodes,Well that's not a third nipple.,,,Neutral
6204,MELD,./dataset/meld\train\dia100_utt7.mp4,dia100_utt7.mp4,.mp4,Meld_Ross,No?,Male,32,Surprise
6205,MELD,./dataset/meld\train\dia1010_utt0.mp4,dia1010_utt0.mp4,.mp4,Meld_Joey,"Hey, y'know what a really good rainy day game is?",Male,32,Neutral
6206,MELD,./dataset/meld\train\dia1010_utt1.mp4,dia1010_utt1.mp4,.mp4,Meld_Monica,What?!,Female,35,Neutral
6207,MELD,./dataset/meld\train\dia1010_utt10.mp4,dia1010_utt10.mp4,.mp4,Meld_Rachel,"Come on, please?! Im boredddd! You let me do it once before.",Female,30,Neutral
6208,MELD,./dataset/meld\train\dia1010_utt11.mp4,dia1010_utt11.mp4,.mp4,Meld_Ross,"Yeah well, if ah, if thats the rule this weekend...  No!",Male,32,Happy
6209,MELD,./dataset/meld\train\dia1010_utt2.mp4,dia1010_utt2.mp4,.mp4,Meld_Joey,"I mean naked game. Strip poker, we should totally play strip poker.",Male,32,Happy
6210,MELD,./dataset/meld\train\dia1010_utt3.mp4,dia1010_utt3.mp4,.mp4,Meld_All,"No, no!",,,Disgust
6211,MELD,./dataset/meld\train\dia1010_utt4.mp4,dia1010_utt4.mp4,.mp4,Meld_Monica,What are you crazy?!,Female,35,Disgust
6212,MELD,./dataset/meld\train\dia1010_utt5.mp4,dia1010_utt5.mp4,.mp4,Meld_Joey,"Come on! When you go away, you-you have to play, its like a law!",Male,32,Sad
6213,MELD,./dataset/meld\train\dia1010_utt6.mp4,dia1010_utt6.mp4,.mp4,Meld_Rachel,Allll done!,Female,30,Neutral
6214,MELD,./dataset/meld\train\dia1010_utt7.mp4,dia1010_utt7.mp4,.mp4,Meld_Monica,"Aww, thank you.",Female,35,Happy
6215,MELD,./dataset/meld\train\dia1010_utt8.mp4,dia1010_utt8.mp4,.mp4,Meld_Rachel,"Okay, whos next?!",Female,30,Neutral
6216,MELD,./dataset/meld\train\dia1010_utt9.mp4,dia1010_utt9.mp4,.mp4,Meld_Ross,No-o-o!  No way!,Male,32,Disgust
6217,MELD,./dataset/meld\train\dia1011_utt0.mp4,dia1011_utt0.mp4,.mp4,Meld_Monica,Its beautiful! Its like the first bathroom floor there ever was.  Whoa! Are you going in there for?,Female,35,Surprise
6218,MELD,./dataset/meld\train\dia1011_utt1.mp4,dia1011_utt1.mp4,.mp4,Meld_Chandler,"What, like a number?",Male,29,Neutral
6219,MELD,./dataset/meld\train\dia1011_utt10.mp4,dia1011_utt10.mp4,.mp4,Meld_Rachel,"All right let me see.  Uma Thurman, Winona Ryder, Elizabeth Hurely, Michelle Pfieffer, and Dorothy Hammel?",Female,30,Neutral
6220,MELD,./dataset/meld\train\dia1011_utt11.mp4,dia1011_utt11.mp4,.mp4,Meld_Ross,"Hey, its my list.",Male,32,Anger
6221,MELD,./dataset/meld\train\dia1011_utt12.mp4,dia1011_utt12.mp4,.mp4,Meld_Rachel,"Okay honey, you do realize she only spins like that on ice.",Female,30,Neutral
6222,MELD,./dataset/meld\train\dia1011_utt2.mp4,dia1011_utt2.mp4,.mp4,Meld_Ross,Hey!,Male,32,Happy
6223,MELD,./dataset/meld\train\dia1011_utt3.mp4,dia1011_utt3.mp4,.mp4,Meld_Chandler,Hi! Bye!,Male,29,Neutral
6224,MELD,./dataset/meld\train\dia1011_utt4.mp4,dia1011_utt4.mp4,.mp4,Meld_Ross,"Okay, Im done with my choices, these are final.",Male,32,Neutral
6225,MELD,./dataset/meld\train\dia1011_utt5.mp4,dia1011_utt5.mp4,.mp4,Meld_Rachel,"Well, its about time.",Female,30,Anger
6226,MELD,./dataset/meld\train\dia1011_utt6.mp4,dia1011_utt6.mp4,.mp4,Meld_Joey,"Ooh, very official.",Male,32,Neutral
6227,MELD,./dataset/meld\train\dia1011_utt7.mp4,dia1011_utt7.mp4,.mp4,Meld_Ross,"Oh, yeah, well y'know Chandler printed it up on his computer.",Male,32,Neutral
6228,MELD,./dataset/meld\train\dia1011_utt8.mp4,dia1011_utt8.mp4,.mp4,Meld_Monica,And who laminated it?,Female,35,Neutral
6229,MELD,./dataset/meld\train\dia1011_utt9.mp4,dia1011_utt9.mp4,.mp4,Meld_Ross,That would be me.,Male,32,Neutral
6230,MELD,./dataset/meld\train\dia1012_utt0.mp4,dia1012_utt0.mp4,.mp4,Meld_Ross,"Okay, Phoebe, this Dr. Oberman. He has no strong feelings about Fonzie or any of the",Male,32,Neutral
6231,MELD,./dataset/meld\train\dia1012_utt1.mp4,dia1012_utt1.mp4,.mp4,Meld_Phoebe,Hi! And you're going into what grade?,Female,36,Surprise
6232,MELD,./dataset/meld\train\dia1012_utt10.mp4,dia1012_utt10.mp4,.mp4,Meld_Phoebe,"Go little boy, go!",Female,36,Anger
6233,MELD,./dataset/meld\train\dia1012_utt11.mp4,dia1012_utt11.mp4,.mp4,Meld_Frank,Oh cool! You made him cry!,,,Happy
6234,MELD,./dataset/meld\train\dia1012_utt2.mp4,dia1012_utt2.mp4,.mp4,Meld_Dr. Oberman,"Umm, I'm actually a first year resident, but I get that a lot, you see, I-I graduated early",,,Happy
6235,MELD,./dataset/meld\train\dia1012_utt3.mp4,dia1012_utt3.mp4,.mp4,Meld_Phoebe,"Uh-huh, me too. Ross, maybe I should've specified that I'd be needing a grown up doctor.",Female,36,Happy
6236,MELD,./dataset/meld\train\dia1012_utt4.mp4,dia1012_utt4.mp4,.mp4,Meld_Dr. Oberman,"Oh no, I'm fully qualified to",,,Happy
6237,MELD,./dataset/meld\train\dia1012_utt5.mp4,dia1012_utt5.mp4,.mp4,Meld_Phoebe,Shh!,Female,36,Anger
6238,MELD,./dataset/meld\train\dia1012_utt6.mp4,dia1012_utt6.mp4,.mp4,Meld_Phoebe,"Doogie, shh!",Female,36,Anger
6239,MELD,./dataset/meld\train\dia1012_utt7.mp4,dia1012_utt7.mp4,.mp4,Meld_Phoebe,Doesn't anybody understand that I'm gonna be having babies soon?,Female,36,Surprise
6240,MELD,./dataset/meld\train\dia1012_utt8.mp4,dia1012_utt8.mp4,.mp4,Meld_Phoebe,Huh?,Female,36,Surprise
6241,MELD,./dataset/meld\train\dia1012_utt9.mp4,dia1012_utt9.mp4,.mp4,Meld_Phoebe,Go!,Female,36,Anger
6242,MELD,./dataset/meld\train\dia1013_utt0.mp4,dia1013_utt0.mp4,.mp4,Meld_Ross,"Hey, theres uh, some people outside, askin about candy.",Male,32,Neutral
6243,MELD,./dataset/meld\train\dia1013_utt1.mp4,dia1013_utt1.mp4,.mp4,Meld_Monica,"Well, theyre just gonna have to wait arent they? Ive only got two hands!!",Female,35,Anger
